ID,Date,AAPL.city,AAPL.lat,AAPL.lon,AAPL.state,AAPL.pop,AAPL.minT,AAPL.maxT,AAPL.rain,AAPL.evap,AAPL.sun
99734,6/12/2008,Adelaide,-34.9289,138.6011,South Australia,1345777,13.2,23.1,0,0,6
99735,7/12/2008,Adelaide,-34.9289,138.6011,South Australia,1345777,12.5,20.8,0,0,10.2
99736,8/12/2008,Adelaide,-34.9289,138.6011,South Australia,1345777,9.4,29.3,0,14.4,11.6
99737,9/12/2008,Adelaide,-34.9289,138.6011,South Australia,1345777,16.7,26.2,1.4,6.6,7.4
99738,10/12/2008,Adelaide,-34.9289,138.6011,South Australia,1345777,14.2,28,0,6.4,12.5
99739,11/12/2008,Adelaide,-34.9289,138.6011,South Australia,1345777,18.3,29.3,0,8.2,5.3
99740,12/12/2008,Adelaide,-34.9289,138.6011,South Australia,1345777,17.3,20.7,9.8,4,5.3
99741,13/12/2008,Adelaide,-34.9289,138.6011,South Australia,1345777,14.7,19.8,23.6,0,3.1
99742,14/12/2008,Adelaide,-34.9289,138.6011,South Australia,1345777,12.1,20.4,0.6,0,7
99743,15/12/2008,Adelaide,-34.9289,138.6011,South Australia,1345777,9.8,24.3,0,13.2,12.3
99744,16/12/2008,Adelaide,-34.9289,138.6011,South Australia,1345777,15.5,25.9,0,6.4,7.5
99745,17/12/2008,Adelaide,-34.9289,138.6011,South Australia,1345777,18,29.3,0,5.6,8.7
99746,18/12/2008,Adelaide,-34.9289,138.6011,South Australia,1345777,16,22.6,0,6,10.7
99747,19/12/2008,Adelaide,-34.9289,138.6011,South Australia,1345777,11.1,24.1,0,7,12.2
99748,20/12/2008,Adelaide,-34.9289,138.6011,South Australia,1345777,15.7,30.5,0,0,12.6
99749,21/12/2008,Adelaide,-34.9289,138.6011,South Australia,1345777,21.1,34.5,0,0,8.2
99750,22/12/2008,Adelaide,-34.9289,138.6011,South Australia,1345777,19.1,24.8,0,27.2,5
99751,23/12/2008,Adelaide,-34.9289,138.6011,South Australia,1345777,16.2,27,0,4.6,8.3
99752,24/12/2008,Adelaide,-34.9289,138.6011,South Australia,1345777,14.3,30.1,0,6.4,13.8
99753,25/12/2008,Adelaide,-34.9289,138.6011,South Australia,1345777,15.6,30.8,0,0,4.6
99754,26/12/2008,Adelaide,-34.9289,138.6011,South Australia,1345777,18,33.6,0,0,13.4
99755,27/12/2008,Adelaide,-34.9289,138.6011,South Australia,1345777,18.5,25.3,2.6,20.8,12
99756,28/12/2008,Adelaide,-34.9289,138.6011,South Australia,1345777,18,24.3,0,0,3.3
99757,29/12/2008,Adelaide,-34.9289,138.6011,South Australia,1345777,15.4,22.8,0,12.8,9.3
99758,30/12/2008,Adelaide,-34.9289,138.6011,South Australia,1345777,16.9,23.1,0.2,0,7
99759,31/12/2008,Adelaide,-34.9289,138.6011,South Australia,1345777,15.8,23.3,1.2,11.8,9
99760,1/01/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,16.9,22.9,0,0,10.9
99761,2/01/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,13.9,24.1,0,14.2,12.6
99762,3/01/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,13.8,29.1,0,0,12.7
99763,4/01/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,15.1,33.3,0,0,12
99764,5/01/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,14.6,30.5,0,24.6,13.3
99765,6/01/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,15.2,31,0,8.2,13.3
99766,7/01/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,16,25.1,0.2,8.2,9.1
99767,8/01/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,14.3,23.8,0,7.4,12.7
99768,9/01/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,13.8,26,0,8,9.5
99769,10/01/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,13.3,28.7,0,0,12.6
99770,11/01/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,14.4,28.4,0,0,12.5
99771,12/01/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,14.5,35.2,0,22.6,12.4
99772,13/01/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,21.1,41.3,0,10.2,10.7
99773,14/01/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,20,32.3,0,12.6,12.8
99774,15/01/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,15.1,25.2,0,10,11.3
99775,16/01/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,14.4,27.6,0,7.4,12.6
99776,17/01/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,13.3,27.2,0,0,12.9
99777,18/01/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,16.5,32.9,0,0,13
99778,19/01/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,19,38.5,0,24.8,13.1
99779,20/01/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,19.4,36.9,0,11.4,11.9
99780,21/01/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,17.4,29,0,9.2,11.8
99781,22/01/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,18.4,27.6,0,7.4,11
99782,23/01/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,14.3,27.6,0,7.6,11.7
99783,24/01/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,17.7,24.4,1,0,12.4
99784,25/01/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,13.9,30.4,0,0,12.9
99785,26/01/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,16.9,36.6,0,0,13.2
99786,27/01/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,21.2,43.2,0,32.2,12
99787,28/01/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,30.7,45.7,0,13,12.5
99788,29/01/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,33.9,43.4,0,14.6,12.9
99789,30/01/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,29.4,43.1,0,13.8,13.1
99790,31/01/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,27.5,41.1,0,14.4,13.1
99791,1/02/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,25.9,40.6,0,0,10
99792,2/02/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,28.3,38.8,0,24,11
99793,3/02/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,21.5,36.3,0,11.4,13
99794,4/02/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,19.3,33,0,8.6,13.1
99795,5/02/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,19.1,35.6,0,8.6,12.8
99796,6/02/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,21,43.9,0,8.8,12.1
99797,7/02/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,25.8,41.5,0,0,11.6
99798,8/02/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,18.6,24.8,0.8,0,4.3
99799,9/02/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,14.7,23.3,0,27.6,12.2
99800,10/02/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,13.7,21.1,0,9.4,6.4
99801,11/02/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,13.2,21.3,0,5,7.3
99802,12/02/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,12.5,23.8,0,4.8,12.7
99803,13/02/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,15.2,28.8,0,7,12.7
99804,14/02/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,18.3,31.3,0,0,12.3
99805,15/02/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,17.2,30,0,0,11.7
99806,16/02/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,18.8,31.7,0,24.8,12.5
99807,17/02/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,20.9,34.2,0,9.4,11.8
99808,18/02/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,22.2,35.4,0,9.4,12.5
99809,19/02/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,20.6,33,0,8.4,7.8
99810,20/02/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,16.3,24.9,0,7.8,9
99811,21/02/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,16.8,26.4,0,0,12
99812,22/02/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,14.5,31.4,0,0,12.5
99813,23/02/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,17.3,27.6,0,18.8,11.3
99814,24/02/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,13,27.4,0,7.6,11.3
99815,25/02/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,16.4,32.4,0,7.2,12.3
99816,26/02/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,22.5,38.7,0,9.8,12.1
99817,27/02/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,26.3,32.2,0,9.6,11
99818,28/02/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,14.4,29.5,0,7.6,11.9
99819,1/03/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,15.2,24,0,0,5.2
99820,2/03/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,17.1,28.7,0,11.8,1
99821,3/03/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,20.7,23.8,1.6,3.4,0.6
99822,4/03/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,14.1,21.1,10.2,3.4,6.4
99823,5/03/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,13.9,21.3,0.4,4.4,5.8
99824,6/03/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,14.6,22.1,0,3.6,5.5
99825,7/03/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,13.4,24.4,0,0,8.2
99826,8/03/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,15,26.9,0,0,11.8
99827,9/03/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,15.1,29.6,0,0,11.9
99828,10/03/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,15.9,29.4,0,16.6,11.3
99829,11/03/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,17.4,28,0,5,10.6
99830,12/03/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,16.9,30.1,0,5.4,10.7
99831,13/03/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,16.9,32.7,0,7,11.3
99832,14/03/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,17.9,22,0.4,0,9.7
99833,15/03/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,15.1,19.8,0.2,0,3.3
99834,16/03/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,14.3,20,6,14.8,3.2
99835,17/03/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,14.5,22.6,0.4,3,9.8
99836,18/03/2009,Adelaide,-34.9289,138.6011,South Australia,1345777,12.2,28.4,0,4.4,8.7
